segment_id	utterance_id	onset	offset	duration
jp_S004_c37_02_seg	jp_S004_c37_02	0.500000	0.780000	0.280000
jp_S004_c38_01_seg	jp_S004_c38_01	0.520000	0.820000	0.300000
jp_S004_c38_02_seg	jp_S004_c38_02	0.540000	0.820000	0.280000
jp_S004_c39_01_seg	jp_S004_c39_01	0.610000	1.010000	0.400000
jp_S004_c39_02_seg	jp_S004_c39_02	0.620000	1.000000	0.380000
jp_S004_c40_01_seg	jp_S004_c40_01	0.550000	0.890000	0.340000
jp_S004_c40_02_seg	jp_S004_c40_02	0.550000	0.890000	0.340000
jp_S004_c41_01_seg	jp_S004_c41_01	1.141726	1.357705	0.215979
jp_S004_c41_02_seg	jp_S004_c41_02	1.014204	1.230074	0.215875
jp_S004_c42_01_seg	jp_S004_c42_01	0.680000	0.990000	0.310000
jp_S004_c42_02_seg	jp_S004_c42_02	0.630000	0.950000	0.320000
jp_S004_c43_01_seg	jp_S004_c43_01	0.734256	1.031449	0.297208
jp_S004_c43_02_seg	jp_S004_c43_02	0.736771	1.034714	0.297938
jp_S004_c44_01_seg	jp_S004_c44_01	0.540000	0.920000	0.380000
jp_S004_c44_02_seg	jp_S004_c44_02	0.540000	0.950000	0.410000
jp_S004_c45_01_seg	jp_S004_c45_01	0.560000	0.980000	0.420000
jp_S004_c45_02_seg	jp_S004_c45_02	0.520000	0.940000	0.420000
jp_S004_c46_01_seg	jp_S004_c46_01	0.640000	0.930000	0.290000
jp_S004_c46_02_seg	jp_S004_c46_02	0.620000	0.920000	0.300000
jp_S005_c01_01_seg	jp_S005_c01_01	0.190000	0.450000	0.260000
jp_S005_c01_02_seg	jp_S005_c01_02	0.190000	0.430000	0.240000
jp_S005_c02_01_seg	jp_S005_c02_01	0.170000	0.410000	0.240000
jp_S005_c02_02_seg	jp_S005_c02_02	0.180000	0.410000	0.230000
jp_S005_c03_01_seg	jp_S005_c03_01	0.150000	0.430000	0.280000
jp_S005_c03_02_seg	jp_S005_c03_02	0.165589	0.382384	0.216792
jp_S005_c04_01_seg	jp_S005_c04_01	0.170000	0.400000	0.230000
jp_S005_c04_02_seg	jp_S005_c04_02	0.140000	0.420000	0.280000
jp_S005_c05_01_seg	jp_S005_c05_01	0.170000	0.420000	0.250000
jp_S005_c05_02_seg	jp_S005_c05_02	0.150000	0.430000	0.280000
jp_S005_c06_01_seg	jp_S005_c06_01	0.170000	0.410000	0.240000
jp_S005_c06_02_seg	jp_S005_c06_02	0.180000	0.400000	0.220000
jp_S005_c07_01_seg	jp_S005_c07_01	0.166315	0.438058	0.271750
jp_S005_c07_02_seg	jp_S005_c07_02	0.182650	0.409261	0.226625
jp_S005_c08_01_seg	jp_S005_c08_01	0.130000	0.500000	0.370000
jp_S005_c08_02_seg	jp_S005_c08_02	0.160000	0.500000	0.340000
jp_S005_c09_01_seg	jp_S005_c09_01	0.100000	0.420000	0.320000
jp_S005_c09_02_seg	jp_S005_c09_02	0.120000	0.440000	0.320000
jp_S005_c10_01_seg	jp_S005_c10_01	0.190000	0.660000	0.470000
jp_S005_c10_02_seg	jp_S005_c10_02	0.190000	0.640000	0.450000
jp_S005_c11_01_seg	jp_S005_c11_01	0.164030	0.550006	0.385979
jp_S005_c11_02_seg	jp_S005_c11_02	0.160149	0.548415	0.388271
jp_S005_c12_01_seg	jp_S005_c12_01	0.180000	0.540000	0.360000
jp_S005_c12_02_seg	jp_S005_c12_02	0.180000	0.530000	0.350000
jp_S005_c13_01_seg	jp_S005_c13_01	0.170000	0.500000	0.330000
jp_S005_c13_02_seg	jp_S005_c13_02	0.180000	0.510000	0.330000
jp_S005_c14_01_seg	jp_S005_c14_01	0.170000	0.380000	0.210000
jp_S005_c14_02_seg	jp_S005_c14_02	0.170000	0.420000	0.250000
jp_S005_c15_01_seg	jp_S005_c15_01	0.150000	0.440000	0.290000
jp_S005_c15_02_seg	jp_S005_c15_02	0.150000	0.400000	0.250000
jp_S005_c16_01_seg	jp_S005_c16_01	0.120000	0.510000	0.390000
jp_S005_c16_02_seg	jp_S005_c16_02	0.170000	0.510000	0.340000
jp_S005_c17_01_seg	jp_S005_c17_01	0.130000	0.500000	0.370000
jp_S005_c17_02_seg	jp_S005_c17_02	0.150000	0.480000	0.330000
jp_S005_c18_01_seg	jp_S005_c18_01	0.040000	0.280000	0.240000
jp_S005_c18_02_seg	jp_S005_c18_02	0.195878	0.422464	0.226583
jp_S005_c19_01_seg	jp_S005_c19_01	0.180000	0.570000	0.390000
jp_S005_c19_02_seg	jp_S005_c19_02	0.180000	0.530000	0.350000
jp_S005_c20_01_seg	jp_S005_c20_01	0.670000	1.060000	0.390000
jp_S005_c20_02_seg	jp_S005_c20_02	0.190000	0.550000	0.360000
jp_S005_c21_01_seg	jp_S005_c21_01	0.180000	0.560000	0.380000
jp_S005_c21_02_seg	jp_S005_c21_02	0.180000	0.540000	0.360000
jp_S005_c22_01_seg	jp_S005_c22_01	0.170000	0.590000	0.420000
jp_S005_c22_02_seg	jp_S005_c22_02	0.170000	0.580000	0.410000
jp_S005_c23_01_seg	jp_S005_c23_01	0.180000	0.440000	0.260000
jp_S005_c23_02_seg	jp_S005_c23_02	0.160000	0.430000	0.270000
jp_S005_c24_01_seg	jp_S005_c24_01	0.510000	0.800000	0.290000
jp_S005_c24_02_seg	jp_S005_c24_02	0.530000	0.830000	0.300000
jp_S005_c25_01_seg	jp_S005_c25_01	0.480000	0.670000	0.190000
jp_S005_c25_02_seg	jp_S005_c25_02	0.440000	0.640000	0.200000
jp_S005_c26_01_seg	jp_S005_c26_01	0.180000	0.400000	0.220000
jp_S005_c26_02_seg	jp_S005_c26_02	0.180000	0.410000	0.230000
jp_S005_c27_01_seg	jp_S005_c27_01	0.460000	0.790000	0.330000
jp_S005_c27_02_seg	jp_S005_c27_02	0.470000	0.780000	0.310000
jp_S005_c28_01_seg	jp_S005_c28_01	0.630000	0.980000	0.350000
jp_S005_c28_02_seg	jp_S005_c28_02	1.330000	1.710000	0.380000
jp_S005_c29_01_seg	jp_S005_c29_01	0.680000	0.970000	0.290000
jp_S005_c29_02_seg	jp_S005_c29_02	0.610000	0.900000	0.290000
jp_S005_c30_01_seg	jp_S005_c30_01	0.430000	0.890000	0.460000
jp_S005_c30_02_seg	jp_S005_c30_02	0.450000	0.880000	0.430000
jp_S005_c31_01_seg	jp_S005_c31_01	0.560000	0.980000	0.420000
jp_S005_c31_02_seg	jp_S005_c31_02	0.500000	0.930000	0.430000
jp_S005_c32_01_seg	jp_S005_c32_01	0.640000	0.970000	0.330000
jp_S005_c32_02_seg	jp_S005_c32_02	0.630000	0.960000	0.330000
jp_S005_c33_01_seg	jp_S005_c33_01	0.744789	1.189607	0.444812
jp_S005_c33_02_seg	jp_S005_c33_02	0.757277	1.249611	0.492333
jp_S005_c34_01_seg	jp_S005_c34_01	0.560000	0.980000	0.420000
jp_S005_c34_02_seg	jp_S005_c34_02	0.510000	0.960000	0.450000
jp_S005_c35_01_seg	jp_S005_c35_01	0.960000	1.360000	0.400000
jp_S005_c35_02_seg	jp_S005_c35_02	0.970000	1.340000	0.370000
jp_S005_c36_01_seg	jp_S005_c36_01	0.790000	1.120000	0.330000
jp_S005_c36_02_seg	jp_S005_c36_02	0.780000	1.110000	0.330000
jp_S005_c37_01_seg	jp_S005_c37_01	0.720000	0.980000	0.260000
jp_S005_c37_02_seg	jp_S005_c37_02	0.590000	0.900000	0.310000
jp_S005_c38_01_seg	jp_S005_c38_01	0.680000	1.010000	0.330000
jp_S005_c38_02_seg	jp_S005_c38_02	0.610000	0.940000	0.330000
jp_S005_c39_01_seg	jp_S005_c39_01	0.610000	1.040000	0.430000
jp_S005_c39_02_seg	jp_S005_c39_02	0.610000	1.020000	0.410000
jp_S005_c40_01_seg	jp_S005_c40_01	0.590000	0.950000	0.360000
jp_S005_c40_02_seg	jp_S005_c40_02	0.597338	0.932490	0.335167
jp_S005_c41_01_seg	jp_S005_c41_01	1.169422	1.393053	0.223646
jp_S005_c41_02_seg	jp_S005_c41_02	1.083827	1.275757	0.191917
jp_S005_c42_01_seg	jp_S005_c42_01	0.690000	1.050000	0.360000
jp_S005_c42_02_seg	jp_S005_c42_02	0.670000	1.000000	0.330000
jp_S005_c43_01_seg	jp_S005_c43_01	0.897440	1.244653	0.347208
jp_S005_c43_02_seg	jp_S005_c43_02	0.870000	1.220000	0.350000
jp_S005_c44_01_seg	jp_S005_c44_01	0.600000	0.990000	0.390000
jp_S005_c44_02_seg	jp_S005_c44_02	0.610000	0.990000	0.380000
jp_S005_c45_01_seg	jp_S005_c45_01	0.590000	1.010000	0.420000
jp_S005_c45_02_seg	jp_S005_c45_02	0.550000	0.980000	0.430000
jp_S005_c46_01_seg	jp_S005_c46_01	0.650000	0.950000	0.300000
jp_S005_c46_02_seg	jp_S005_c46_02	0.680000	0.950000	0.270000
jp_S006_c01_01_seg	jp_S006_c01_01	0.180000	0.470000	0.290000
jp_S006_c01_02_seg	jp_S006_c01_02	0.180000	0.480000	0.300000
jp_S006_c02_01_seg	jp_S006_c02_01	0.170000	0.450000	0.280000
jp_S006_c02_02_seg	jp_S006_c02_02	0.180000	0.450000	0.270000
jp_S006_c03_01_seg	jp_S006_c03_01	0.189880	0.454105	0.264229
jp_S006_c03_02_seg	jp_S006_c03_02	0.151192	0.429678	0.278500
jp_S006_c04_01_seg	jp_S006_c04_01	0.150000	0.470000	0.320000
jp_S006_c04_02_seg	jp_S006_c04_02	0.160000	0.440000	0.280000
jp_S006_c05_01_seg	jp_S006_c05_01	0.103053	0.436346	0.333292
jp_S006_c05_02_seg	jp_S006_c05_02	0.119285	0.431814	0.312521
jp_S006_c06_01_seg	jp_S006_c06_01	0.180000	0.460000	0.280000
jp_S006_c06_02_seg	jp_S006_c06_02	0.180000	0.450000	0.270000
jp_S006_c07_01_seg	jp_S006_c07_01	0.160000	0.510000	0.350000
jp_S006_c07_02_seg	jp_S006_c07_02	0.130000	0.450000	0.320000
jp_S006_c08_01_seg	jp_S006_c08_01	0.160000	0.530000	0.370000
jp_S006_c08_02_seg	jp_S006_c08_02	0.160000	0.540000	0.380000
jp_S006_c09_01_seg	jp_S006_c09_01	0.120000	0.500000	0.380000
jp_S006_c09_02_seg	jp_S006_c09_02	0.090000	0.430000	0.340000
jp_S006_c10_01_seg	jp_S006_c10_01	0.180000	0.720000	0.540000
jp_S006_c10_02_seg	jp_S006_c10_02	0.160000	0.630000	0.470000
jp_S006_c11_01_seg	jp_S006_c11_01	0.151150	0.591416	0.440271
jp_S006_c11_02_seg	jp_S006_c11_02	0.164355	0.581769	0.417417
jp_S006_c12_01_seg	jp_S006_c12_01	0.190000	0.540000	0.350000
jp_S006_c12_02_seg	jp_S006_c12_02	0.180000	0.550000	0.370000
jp_S006_c13_01_seg	jp_S006_c13_01	0.180000	0.590000	0.410000
jp_S006_c13_02_seg	jp_S006_c13_02	0.180000	0.550000	0.370000
jp_S006_c14_01_seg	jp_S006_c14_01	0.120000	0.420000	0.300000
jp_S006_c14_02_seg	jp_S006_c14_02	0.120000	0.430000	0.310000
jp_S006_c15_01_seg	jp_S006_c15_01	0.120000	0.430000	0.310000
jp_S006_c15_02_seg	jp_S006_c15_02	0.170000	0.470000	0.300000
jp_S006_c16_01_seg	jp_S006_c16_01	0.180000	0.580000	0.400000
jp_S006_c16_02_seg	jp_S006_c16_02	0.180000	0.580000	0.400000
jp_S006_c17_01_seg	jp_S006_c17_01	0.180000	0.540000	0.360000
jp_S006_c17_02_seg	jp_S006_c17_02	0.170000	0.530000	0.360000
jp_S006_c18_01_seg	jp_S006_c18_01	0.180000	0.440000	0.260000
jp_S006_c18_02_seg	jp_S006_c18_02	0.150000	0.410000	0.260000
jp_S006_c19_01_seg	jp_S006_c19_01	0.180000	0.570000	0.390000
jp_S006_c19_02_seg	jp_S006_c19_02	0.180000	0.550000	0.370000
jp_S006_c20_01_seg	jp_S006_c20_01	0.180000	0.570000	0.390000
jp_S006_c20_02_seg	jp_S006_c20_02	0.180000	0.560000	0.380000
jp_S006_c21_01_seg	jp_S006_c21_01	0.000000	0.290000	0.290000
jp_S006_c21_02_seg	jp_S006_c21_02	0.130000	0.470000	0.340000
jp_S006_c22_01_seg	jp_S006_c22_01	0.180000	0.590000	0.410000
jp_S006_c22_02_seg	jp_S006_c22_02	0.180000	0.580000	0.400000
jp_S006_c23_01_seg	jp_S006_c23_01	0.180000	0.390000	0.210000
jp_S006_c23_02_seg	jp_S006_c23_02	0.180000	0.380000	0.200000
jp_S006_c24_01_seg	jp_S006_c24_01	0.480000	0.730000	0.250000
jp_S006_c24_02_seg	jp_S006_c24_02	0.520000	0.770000	0.250000
jp_S006_c25_01_seg	jp_S006_c25_01	0.440000	0.630000	0.190000
jp_S006_c25_02_seg	jp_S006_c25_02	0.960000	1.130000	0.170000
jp_S006_c26_01_seg	jp_S006_c26_01	0.160000	0.420000	0.260000
jp_S006_c26_02_seg	jp_S006_c26_02	0.090000	0.400000	0.310000
jp_S006_c27_01_seg	jp_S006_c27_01	0.440000	0.710000	0.270000
jp_S006_c27_02_seg	jp_S006_c27_02	0.467218	0.725886	0.258688
jp_S006_c28_01_seg	jp_S006_c28_01	0.660000	0.980000	0.320000
jp_S006_c28_02_seg	jp_S006_c28_02	0.648951	0.908809	0.259854
jp_S006_c29_01_seg	jp_S006_c29_01	0.610000	0.870000	0.260000
jp_S006_c29_02_seg	jp_S006_c29_02	0.630000	0.870000	0.240000
jp_S006_c30_01_seg	jp_S006_c30_01	0.420000	0.830000	0.410000
jp_S006_c30_02_seg	jp_S006_c30_02	0.420000	0.800000	0.380000
jp_S006_c31_01_seg	jp_S006_c31_01	0.470000	0.820000	0.350000
jp_S006_c31_02_seg	jp_S006_c31_02	0.440000	0.800000	0.360000
jp_S006_c32_01_seg	jp_S006_c32_01	0.560000	0.890000	0.330000
jp_S006_c32_02_seg	jp_S006_c32_02	0.550000	0.850000	0.300000
jp_S006_c33_01_seg	jp_S006_c33_01	0.690000	1.200000	0.510000
jp_S006_c33_02_seg	jp_S006_c33_02	0.675813	1.059196	0.383375
jp_S006_c34_01_seg	jp_S006_c34_01	0.510000	0.900000	0.390000
jp_S006_c34_02_seg	jp_S006_c34_02	0.450000	0.830000	0.380000
jp_S006_c35_01_seg	jp_S006_c35_01	0.650000	1.030000	0.380000
jp_S006_c35_02_seg	jp_S006_c35_02	0.580000	0.940000	0.360000
jp_S006_c36_01_seg	jp_S006_c36_01	0.480000	0.860000	0.380000
jp_S006_c36_02_seg	jp_S006_c36_02	0.470000	0.830000	0.360000
jp_S006_c37_01_seg	jp_S006_c37_01	0.570000	0.830000	0.260000
jp_S006_c37_02_seg	jp_S006_c37_02	0.400000	0.660000	0.260000
jp_S006_c38_01_seg	jp_S006_c38_01	0.520000	0.810000	0.290000
jp_S006_c38_02_seg	jp_S006_c38_02	0.530000	0.790000	0.260000
jp_S006_c39_01_seg	jp_S006_c39_01	0.530000	0.890000	0.360000
jp_S006_c39_02_seg	jp_S006_c39_02	0.480000	0.860000	0.380000
jp_S006_c40_01_seg	jp_S006_c40_01	0.520000	0.880000	0.360000
jp_S006_c40_02_seg	jp_S006_c40_02	0.500000	0.810000	0.310000
jp_S006_c41_01_seg	jp_S006_c41_01	1.010000	1.260000	0.250000
jp_S006_c41_02_seg	jp_S006_c41_02	1.040000	1.310000	0.270000
jp_S006_c42_01_seg	jp_S006_c42_01	0.620000	0.920000	0.300000
jp_S006_c42_02_seg	jp_S006_c42_02	0.600000	0.920000	0.320000
jp_S006_c43_01_seg	jp_S006_c43_01	0.839981	1.142639	0.302667
jp_S006_c43_02_seg	jp_S006_c43_02	0.780000	1.130000	0.350000
jp_S006_c44_01_seg	jp_S006_c44_01	0.560000	0.920000	0.360000
jp_S006_c44_02_seg	jp_S006_c44_02	0.550000	0.870000	0.320000
jp_S006_c45_01_seg	jp_S006_c45_01	0.480000	0.930000	0.450000
jp_S006_c45_02_seg	jp_S006_c45_02	0.490000	0.900000	0.410000
jp_S006_c46_01_seg	jp_S006_c46_01	0.640000	0.920000	0.280000
jp_S006_c46_02_seg	jp_S006_c46_02	0.650000	0.940000	0.290000
jp_S007_c01_01_seg	jp_S007_c01_01	0.180000	0.470000	0.290000
jp_S007_c01_02_seg	jp_S007_c01_02	0.200000	0.460000	0.260000
jp_S007_c02_01_seg	jp_S007_c02_01	0.170000	0.460000	0.290000
jp_S007_c02_02_seg	jp_S007_c02_02	0.180000	0.450000	0.270000
jp_S007_c03_01_seg	jp_S007_c03_01	0.126474	0.455844	0.329375
jp_S007_c03_02_seg	jp_S007_c03_02	0.136459	0.445567	0.309104
jp_S007_c04_01_seg	jp_S007_c04_01	0.120000	0.480000	0.360000
jp_S007_c04_02_seg	jp_S007_c04_02	0.120000	0.480000	0.360000
jp_S007_c05_01_seg	jp_S007_c05_01	0.130950	0.439600	0.308646
jp_S007_c05_02_seg	jp_S007_c05_02	0.152763	0.414515	0.261750
jp_S007_c06_01_seg	jp_S007_c06_01	0.180000	0.460000	0.280000
jp_S007_c06_02_seg	jp_S007_c06_02	0.190000	0.470000	0.280000
jp_S007_c07_01_seg	jp_S007_c07_01	0.174721	0.493619	0.318896
jp_S007_c07_02_seg	jp_S007_c07_02	0.111576	0.395707	0.284125
jp_S007_c08_01_seg	jp_S007_c08_01	0.140000	0.540000	0.400000
jp_S007_c08_02_seg	jp_S007_c08_02	0.110000	0.530000	0.420000
jp_S007_c09_01_seg	jp_S007_c09_01	0.120000	0.480000	0.360000
jp_S007_c09_02_seg	jp_S007_c09_02	0.060000	0.440000	0.380000
jp_S007_c10_01_seg	jp_S007_c10_01	0.170000	0.750000	0.580000
jp_S007_c10_02_seg	jp_S007_c10_02	0.180000	0.720000	0.540000
jp_S007_c11_01_seg	jp_S007_c11_01	0.179043	0.631340	0.452292
jp_S007_c11_02_seg	jp_S007_c11_02	0.160714	0.564615	0.403917
jp_S007_c12_01_seg	jp_S007_c12_01	0.180000	0.570000	0.390000
jp_S007_c12_02_seg	jp_S007_c12_02	0.190000	0.590000	0.400000
jp_S007_c13_01_seg	jp_S007_c13_01	0.180000	0.560000	0.380000
jp_S007_c13_02_seg	jp_S007_c13_02	0.180000	0.550000	0.370000
jp_S007_c14_01_seg	jp_S007_c14_01	0.160000	0.400000	0.240000
jp_S007_c14_02_seg	jp_S007_c14_02	0.140000	0.400000	0.260000
jp_S007_c15_01_seg	jp_S007_c15_01	0.180000	0.460000	0.280000
jp_S007_c15_02_seg	jp_S007_c15_02	0.160000	0.410000	0.250000
jp_S007_c16_01_seg	jp_S007_c16_01	0.170000	0.560000	0.390000
jp_S007_c16_02_seg	jp_S007_c16_02	0.140000	0.470000	0.330000
jp_S007_c17_01_seg	jp_S007_c17_01	0.170000	0.550000	0.380000
jp_S007_c17_02_seg	jp_S007_c17_02	0.160000	0.490000	0.330000
jp_S007_c18_01_seg	jp_S007_c18_01	0.040000	0.290000	0.250000
jp_S007_c18_02_seg	jp_S007_c18_02	0.192269	0.468682	0.276417
jp_S007_c19_01_seg	jp_S007_c19_01	0.180000	0.610000	0.430000
jp_S007_c19_02_seg	jp_S007_c19_02	0.180000	0.570000	0.390000
jp_S007_c20_01_seg	jp_S007_c20_01	0.190000	0.630000	0.440000
jp_S007_c20_02_seg	jp_S007_c20_02	0.180000	0.590000	0.410000
jp_S007_c21_01_seg	jp_S007_c21_01	0.170000	0.530000	0.360000
jp_S007_c21_02_seg	jp_S007_c21_02	0.130000	0.490000	0.360000
jp_S007_c22_01_seg	jp_S007_c22_01	0.170000	0.590000	0.420000
jp_S007_c22_02_seg	jp_S007_c22_02	0.180000	0.600000	0.420000
jp_S007_c23_01_seg	jp_S007_c23_01	0.120000	0.440000	0.320000
jp_S007_c23_02_seg	jp_S007_c23_02	0.110000	0.420000	0.310000
jp_S007_c24_01_seg	jp_S007_c24_01	0.520000	0.810000	0.290000
jp_S007_c24_02_seg	jp_S007_c24_02	0.569502	0.853045	0.283542
jp_S007_c25_01_seg	jp_S007_c25_01	0.470000	0.670000	0.200000
jp_S007_c25_02_seg	jp_S007_c25_02	0.520000	0.720000	0.200000
jp_S007_c26_01_seg	jp_S007_c26_01	0.135767	0.418299	0.282521
jp_S007_c26_02_seg	jp_S007_c26_02	0.116082	0.391221	0.275146
jp_S007_c27_01_seg	jp_S007_c27_01	0.470000	0.770000	0.300000
jp_S007_c27_02_seg	jp_S007_c27_02	0.460000	0.760000	0.300000
jp_S007_c28_01_seg	jp_S007_c28_01	0.650000	0.990000	0.340000
jp_S007_c28_02_seg	jp_S007_c28_02	0.679397	0.948609	0.269208
jp_S007_c29_01_seg	jp_S007_c29_01	0.630000	0.940000	0.310000
jp_S007_c29_02_seg	jp_S007_c29_02	0.661154	0.906249	0.245104
jp_S007_c30_01_seg	jp_S007_c30_01	0.370000	0.770000	0.400000
jp_S007_c30_02_seg	jp_S007_c30_02	0.390000	0.790000	0.400000
jp_S007_c31_01_seg	jp_S007_c31_01	0.520000	0.970000	0.450000
jp_S007_c31_02_seg	jp_S007_c31_02	0.500000	0.930000	0.430000
jp_S007_c32_01_seg	jp_S007_c32_01	0.602683	0.883468	0.280771
jp_S007_c32_02_seg	jp_S007_c32_02	0.648175	0.932606	0.284438
jp_S007_c33_01_seg	jp_S007_c33_01	0.893000	1.364511	0.471521
jp_S007_c33_02_seg	jp_S007_c33_02	0.882124	1.373434	0.491312
jp_S007_c34_01_seg	jp_S007_c34_01	0.480000	0.890000	0.410000
jp_S007_c34_02_seg	jp_S007_c34_02	0.490000	0.890000	0.400000
jp_S007_c35_01_seg	jp_S007_c35_01	0.920000	1.270000	0.350000
jp_S007_c35_02_seg	jp_S007_c35_02	0.980000	1.370000	0.390000
jp_S007_c36_01_seg	jp_S007_c36_01	0.600000	1.010000	0.410000
jp_S007_c36_02_seg	jp_S007_c36_02	0.610000	0.970000	0.360000
jp_S007_c37_01_seg	jp_S007_c37_01	0.570000	0.850000	0.280000
jp_S007_c37_02_seg	jp_S007_c37_02	0.430000	0.700000	0.270000
jp_S007_c38_01_seg	jp_S007_c38_01	0.640000	0.930000	0.290000
jp_S007_c38_02_seg	jp_S007_c38_02	0.660000	0.960000	0.300000
jp_S007_c39_01_seg	jp_S007_c39_01	0.690000	1.080000	0.390000
jp_S007_c39_02_seg	jp_S007_c39_02	0.670000	1.030000	0.360000
jp_S007_c40_01_seg	jp_S007_c40_01	0.590000	0.920000	0.330000
jp_S007_c40_02_seg	jp_S007_c40_02	0.600000	0.950000	0.350000
jp_S007_c41_01_seg	jp_S007_c41_01	1.060000	1.430000	0.370000
jp_S007_c41_02_seg	jp_S007_c41_02	1.056627	1.350724	0.294104
jp_S007_c42_01_seg	jp_S007_c42_01	0.706566	1.169411	0.462854
jp_S007_c42_02_seg	jp_S007_c42_02	0.656721	1.156497	0.499771
jp_S007_c43_01_seg	jp_S007_c43_01	0.925136	1.304002	0.378854
jp_S007_c43_02_seg	jp_S007_c43_02	0.928599	1.271274	0.342667
jp_S007_c44_01_seg	jp_S007_c44_01	0.710000	1.060000	0.350000
jp_S007_c44_02_seg	jp_S007_c44_02	0.790000	1.120000	0.330000
jp_S007_c45_01_seg	jp_S007_c45_01	0.620000	1.060000	0.440000
jp_S007_c45_02_seg	jp_S007_c45_02	0.700000	1.120000	0.420000
jp_S007_c46_01_seg	jp_S007_c46_01	0.630000	0.970000	0.340000
jp_S007_c46_02_seg	jp_S007_c46_02	0.623002	0.881737	0.258729
jp_S008_c01_01_seg	jp_S008_c01_01	0.180000	0.490000	0.310000
jp_S008_c01_02_seg	jp_S008_c01_02	0.190000	0.480000	0.290000
jp_S008_c02_01_seg	jp_S008_c02_01	0.170000	0.450000	0.280000
jp_S008_c02_02_seg	jp_S008_c02_02	0.180000	0.450000	0.270000
jp_S008_c03_01_seg	jp_S008_c03_01	0.135491	0.411363	0.275854
jp_S008_c03_02_seg	jp_S008_c03_02	0.145908	0.441420	0.295500
jp_S008_c04_01_seg	jp_S008_c04_01	0.140000	0.430000	0.290000
jp_S008_c04_02_seg	jp_S008_c04_02	0.155132	0.411140	0.256021
jp_S008_c05_01_seg	jp_S008_c05_01	0.147271	0.426940	0.279667
jp_S008_c05_02_seg	jp_S008_c05_02	0.152932	0.417881	0.264937
jp_S008_c06_01_seg	jp_S008_c06_01	0.180000	0.450000	0.270000
jp_S008_c06_02_seg	jp_S008_c06_02	0.170000	0.460000	0.290000
jp_S008_c07_01_seg	jp_S008_c07_01	0.088405	0.431280	0.342875
jp_S008_c07_02_seg	jp_S008_c07_02	0.120099	0.433677	0.313583
jp_S008_c08_01_seg	jp_S008_c08_01	0.120000	0.560000	0.440000
jp_S008_c08_02_seg	jp_S008_c08_02	0.120000	0.550000	0.430000
jp_S008_c09_01_seg	jp_S008_c09_01	0.110000	0.450000	0.340000
jp_S008_c09_02_seg	jp_S008_c09_02	0.130000	0.490000	0.360000
jp_S008_c10_01_seg	jp_S008_c10_01	0.200000	0.720000	0.520000
jp_S008_c10_02_seg	jp_S008_c10_02	0.190000	0.650000	0.460000
jp_S008_c11_01_seg	jp_S008_c11_01	0.168084	0.639704	0.471625
jp_S008_c11_02_seg	jp_S008_c11_02	0.164451	0.607398	0.442937
jp_S008_c12_01_seg	jp_S008_c12_01	0.190000	0.560000	0.370000
jp_S008_c12_02_seg	jp_S008_c12_02	0.180000	0.590000	0.410000
jp_S008_c13_01_seg	jp_S008_c13_01	0.190000	0.580000	0.390000
jp_S008_c13_02_seg	jp_S008_c13_02	0.180000	0.600000	0.420000
jp_S008_c14_01_seg	jp_S008_c14_01	0.120000	0.430000	0.310000
jp_S008_c14_02_seg	jp_S008_c14_02	0.140000	0.440000	0.300000
jp_S008_c15_01_seg	jp_S008_c15_01	0.100000	0.410000	0.310000
jp_S008_c15_02_seg	jp_S008_c15_02	0.110000	0.410000	0.300000
jp_S008_c16_01_seg	jp_S008_c16_01	0.120000	0.550000	0.430000
jp_S008_c16_02_seg	jp_S008_c16_02	0.130000	0.480000	0.350000
jp_S008_c17_01_seg	jp_S008_c17_01	0.180000	0.520000	0.340000
jp_S008_c17_02_seg	jp_S008_c17_02	0.164765	0.479468	0.314688
jp_S008_c18_01_seg	jp_S008_c18_01	0.150000	0.430000	0.280000
jp_S008_c18_02_seg	jp_S008_c18_02	0.130000	0.390000	0.260000
jp_S008_c19_01_seg	jp_S008_c19_01	0.159777	0.577215	0.417438
jp_S008_c19_02_seg	jp_S008_c19_02	0.170000	0.500000	0.330000
jp_S008_c20_01_seg	jp_S008_c20_01	0.180000	0.600000	0.420000
jp_S008_c20_02_seg	jp_S008_c20_02	0.180000	0.590000	0.410000
jp_S008_c21_01_seg	jp_S008_c21_01	0.160000	0.490000	0.330000
jp_S008_c21_02_seg	jp_S008_c21_02	0.150000	0.500000	0.350000
jp_S008_c22_01_seg	jp_S008_c22_01	0.180000	0.650000	0.470000
jp_S008_c22_02_seg	jp_S008_c22_02	0.170000	0.600000	0.430000
jp_S008_c23_01_seg	jp_S008_c23_01	0.160000	0.430000	0.270000
jp_S008_c23_02_seg	jp_S008_c23_02	0.142562	0.402674	0.260104
jp_S008_c24_01_seg	jp_S008_c24_01	0.500000	0.790000	0.290000
jp_S008_c24_02_seg	jp_S008_c24_02	0.559579	0.823329	0.263750
jp_S008_c25_01_seg	jp_S008_c25_01	0.500000	0.710000	0.210000
jp_S008_c25_02_seg	jp_S008_c25_02	0.480000	0.710000	0.230000
jp_S008_c26_01_seg	jp_S008_c26_01	0.153653	0.417304	0.263667
jp_S008_c26_02_seg	jp_S008_c26_02	0.148706	0.419033	0.270333
jp_S008_c27_01_seg	jp_S008_c27_01	0.490000	0.760000	0.270000
jp_S008_c27_02_seg	jp_S008_c27_02	0.548584	0.790830	0.242250
